experiment,participant_id,prompt_idx,response,label,label_text,group,group_text,top1,avgk_set,conformal_marginal_set,conformal_conditional_set
avgk,457,247,4,4,Sad,1.0,Female,4,3 4 6,3 4,3 4 6
avgk,457,233,6,6,Fearful,1.0,Female,6,3 6,3 5 6,3 5 6
avgk,457,304,7,7,Disgust,0.0,Male,7,7,7,7
avgk,457,112,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
avgk,457,206,5,5,Angry,1.0,Female,5,5,5,5
avgk,457,76,7,7,Disgust,0.0,Male,7,5 7,7,5 7
avgk,457,23,8,8,Surprised,1.0,Female,8,3 8,3 8,3 8
avgk,457,349,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2 4
avgk,458,94,5,5,Angry,1.0,Female,5,5,5,5
avgk,458,5,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
avgk,458,218,1,3,Happy,0.0,Male,1,1 2,1 2 8,1 2 8
avgk,458,57,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,458,226,2,4,Sad,0.0,Male,2,2,2,1 2 4
avgk,458,220,1,3,Happy,1.0,Female,1,1 2,1 2 4,1 2
avgk,458,23,8,8,Surprised,1.0,Female,8,3 8,3 8,3 8
avgk,458,272,5,5,Angry,1.0,Female,5,5 8,5 8,5 8
avgk,458,215,4,4,Sad,0.0,Male,4,3 4,3 4,3 4 6
avgk,458,285,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
avgk,458,97,3,8,Surprised,0.0,Male,8,1 3 6 8,1 3 8,1 3 8
avgk,458,242,2,2,Calm,1.0,Female,2,2,2,2
avgk,458,300,4,4,Sad,1.0,Female,2,2 4,2 4,2 4
avgk,458,18,4,4,Sad,0.0,Male,2,1 2 4,1 2 4,1 2 4
avgk,458,70,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,458,286,7,7,Disgust,0.0,Male,7,4 7,7,4 7
avgk,458,290,6,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
avgk,458,103,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,458,33,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
avgk,458,357,4,4,Sad,1.0,Female,4,2 4,4,4
avgk,458,234,5,5,Angry,1.0,Female,5,5,5,5
avgk,458,305,8,8,Surprised,1.0,Female,8,3 8,8,8
avgk,458,205,1,3,Happy,1.0,Female,1,1 3 4 8,1 3 8,1 3 8
avgk,458,310,7,7,Disgust,1.0,Female,7,5 7,5 7,7
avgk,458,222,8,8,Surprised,0.0,Male,8,3 8,3 8,1 3 8
avgk,458,2,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
avgk,458,147,1,3,Happy,0.0,Male,1,1 2,1 2,1 2 4
avgk,458,139,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
avgk,458,51,8,8,Surprised,0.0,Male,1,1 3 8,1 3 8,1 3 8
avgk,458,343,5,5,Angry,1.0,Female,5,5,5,5
avgk,458,59,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
avgk,458,30,2,2,Calm,1.0,Female,2,2,2,2
avgk,458,249,7,7,Disgust,0.0,Male,7,7,7,7
avgk,458,254,1,3,Happy,0.0,Male,1,1 2,1 2 4,1 2 4
avgk,458,44,4,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
avgk,458,119,3,6,Fearful,0.0,Male,8,3 8,3 8,3 6 8
avgk,458,175,2,2,Calm,1.0,Female,2,1 2,1 2,1 2
avgk,458,246,3,3,Happy,1.0,Female,1,1 3 4 8,1 3 4,1 3 4
avgk,458,110,4,6,Fearful,0.0,Male,6,3 4 6,3 4 6,3 4 6
avgk,458,144,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
avgk,458,267,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
avgk,458,178,5,5,Angry,1.0,Female,5,5 8,1 5 8,5 8
avgk,458,86,2,7,Disgust,1.0,Female,2,2,2,2
avgk,458,45,7,7,Disgust,1.0,Female,7,7,7,7
avgk,458,34,5,5,Angry,0.0,Male,5,5,5,5
avgk,458,245,5,5,Angry,1.0,Female,5,5,5,5
avgk,458,164,2,2,Calm,1.0,Female,2,1 2,1 2,2
avgk,458,61,6,6,Fearful,0.0,Male,6,3 6 8,3 6 8,3 6 8
avgk,458,201,5,5,Angry,0.0,Male,5,5,5,5
avgk,458,337,8,8,Surprised,1.0,Female,1,1 3 8,1 3 8,1 3 8
avgk,459,238,8,8,Surprised,0.0,Male,8,3 8,8,3 8
avgk,459,180,5,5,Angry,1.0,Female,5,5,5,5
avgk,459,300,1,4,Sad,1.0,Female,2,2 4,2 4,2 4
avgk,459,82,6,6,Fearful,0.0,Male,4,3 4 6,3 4 6,3 4 6
avgk,459,230,1,2,Calm,0.0,Male,2,2,2,1 2
avgk,459,313,5,5,Angry,0.0,Male,5,5,5,5
avgk,459,239,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
avgk,459,350,7,7,Disgust,1.0,Female,7,5 7,5 7,7
avgk,459,106,7,7,Disgust,0.0,Male,7,7,7,5 7
avgk,459,178,8,5,Angry,1.0,Female,5,5 8,1 5 8,5 8
avgk,459,154,6,7,Disgust,0.0,Male,7,4 7,2 4 7,2 4 7
avgk,459,5,6,4,Sad,0.0,Male,4,2 4,2 4,2 4
avgk,459,249,7,7,Disgust,0.0,Male,7,7,7,7
avgk,459,174,5,5,Angry,0.0,Male,5,5,5,5
avgk,459,333,2,1,Neutral,0.0,Male,2,1 2,1 2,1 2
avgk,459,358,3,3,Happy,1.0,Female,6,3 6 8,3 6 8,3 6 8
avgk,459,160,5,5,Angry,1.0,Female,5,5,5,5
avgk,459,144,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
avgk,459,114,2,2,Calm,1.0,Female,2,1 2,1 2,2
avgk,459,288,8,8,Surprised,1.0,Female,8,3 8,3 8,8
avgk,459,309,3,6,Fearful,0.0,Male,6,3 5 6 8,3 6 8,3 6 8
avgk,459,232,4,4,Sad,0.0,Male,4,2 4,2 4,1 2 4
avgk,459,189,2,4,Sad,1.0,Female,2,2 4,1 2 4,2 4
avgk,459,291,5,7,Disgust,1.0,Female,7,5 7,5 7,5 7
avgk,459,220,1,3,Happy,1.0,Female,1,1 2,1 2 4,1 2
avgk,459,283,1,1,Neutral,0.0,Male,1,1 2,1 2,1 2 4
avgk,459,90,7,5,Angry,1.0,Female,5,2 5 7,2 5 7,2 5 7
avgk,459,318,6,6,Fearful,1.0,Female,6,3 6 8,3 6 8,3 6
avgk,459,307,3,3,Happy,1.0,Female,3,3 4 6,3 4 6,3 4 6
avgk,459,128,3,7,Disgust,1.0,Female,7,7,7,7
avgk,459,67,4,2,Calm,0.0,Male,2,2 4,2 4,2 4 7
avgk,459,69,8,8,Surprised,0.0,Male,8,3 5 6 8,3 6 8,3 6 8
avgk,459,255,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 6
avgk,459,247,6,4,Sad,1.0,Female,4,3 4 6,3 4,3 4 6
avgk,459,18,6,4,Sad,0.0,Male,2,1 2 4,1 2 4,1 2 4
avgk,459,51,1,8,Surprised,0.0,Male,1,1 3 8,1 3 8,1 3 8
avgk,459,190,6,4,Sad,1.0,Female,4,4,4,4
avgk,459,117,3,4,Sad,1.0,Female,2,2,2,2
avgk,459,281,3,3,Happy,0.0,Male,8,3 6 8,3 6 8,3 6 8
avgk,459,274,2,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
avgk,459,234,5,5,Angry,1.0,Female,5,5,5,5
avgk,459,226,4,4,Sad,0.0,Male,2,2,2,1 2 4
avgk,459,177,3,3,Happy,1.0,Female,1,1 2 4,1 2 4,1 2 4
avgk,459,143,7,7,Disgust,0.0,Male,7,7,7,7
avgk,459,205,1,3,Happy,1.0,Female,1,1 3 4 8,1 3 8,1 3 8
avgk,459,185,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
avgk,459,298,8,8,Surprised,0.0,Male,8,1 3 8,1 3 8,1 3 8
avgk,459,148,2,2,Calm,1.0,Female,2,2,2 4,2
avgk,459,141,3,7,Disgust,0.0,Male,7,7,7,2 4 7
avgk,459,343,5,5,Angry,1.0,Female,5,5,5,5
avgk,460,118,2,3,Happy,1.0,Female,1,1 2,1 2 4,1 2
avgk,460,251,6,6,Fearful,0.0,Male,6,3 6 8,3 6 8,3 6 8
avgk,460,32,7,7,Disgust,1.0,Female,7,5 7,7,7
avgk,460,60,2,3,Happy,0.0,Male,1,1 2,1 2,1 2 4
avgk,460,97,3,8,Surprised,0.0,Male,8,1 3 6 8,1 3 8,1 3 8
avgk,460,94,5,5,Angry,1.0,Female,5,5,5,5
avgk,460,313,5,5,Angry,0.0,Male,5,5,5,5
avgk,460,111,2,2,Calm,0.0,Male,2,1 2,2,1 2
avgk,460,166,6,3,Happy,0.0,Male,8,3 6 8,3 6 8,3 6 8
avgk,460,233,6,6,Fearful,1.0,Female,6,3 6,3 5 6,3 5 6
avgk,460,174,5,5,Angry,0.0,Male,5,5,5,5
avgk,460,226,2,4,Sad,0.0,Male,2,2,2,1 2 4
avgk,460,114,2,2,Calm,1.0,Female,2,1 2,1 2,2
avgk,460,198,2,1,Neutral,1.0,Female,2,1 2,1 2,1 2
avgk,460,275,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,460,76,7,7,Disgust,0.0,Male,7,5 7,7,5 7
avgk,460,23,8,8,Surprised,1.0,Female,8,3 8,3 8,3 8
avgk,460,349,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2 4
avgk,460,304,7,7,Disgust,0.0,Male,7,7,7,7
avgk,460,14,8,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
avgk,460,112,3,8,Surprised,0.0,Male,8,3 8,3 8,3 8
avgk,460,2,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
avgk,460,193,5,5,Angry,1.0,Female,5,5,5,5
avgk,460,81,8,8,Surprised,1.0,Female,8,3 8,8,8
avgk,460,96,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,460,206,7,5,Angry,1.0,Female,5,5,5,5
avgk,460,109,2,1,Neutral,1.0,Female,2,1 2,1 2,1 2
avgk,460,47,7,7,Disgust,1.0,Female,7,5 7,7,7
avgk,460,298,8,8,Surprised,0.0,Male,8,1 3 8,1 3 8,1 3 8
avgk,460,101,7,7,Disgust,0.0,Male,7,5 7,5 7,5 7
avgk,460,267,3,1,Neutral,0.0,Male,2,1 2,1 2,1 2
avgk,460,211,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,460,27,7,7,Disgust,1.0,Female,7,7,7,7
avgk,460,45,3,7,Disgust,1.0,Female,7,7,7,7
avgk,460,257,2,2,Calm,1.0,Female,2,1 2,1 2,1 2
avgk,460,167,2,1,Neutral,0.0,Male,2,1 2,1 2,1 2
avgk,460,212,8,5,Angry,0.0,Male,5,5 8,3 5 8,3 5 8
avgk,460,137,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
avgk,460,357,4,4,Sad,1.0,Female,4,2 4,4,4
avgk,460,1,4,6,Fearful,0.0,Male,4,2 4,2 4,1 2 4
avgk,460,260,2,3,Happy,0.0,Male,2,1 2,1 2,1 2
avgk,460,201,5,5,Angry,0.0,Male,5,5,5,5
avgk,460,121,4,4,Sad,0.0,Male,4,3 4,3 4 6,3 4 6
avgk,460,70,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,460,83,3,3,Happy,0.0,Male,3,3 4 6,3 4 6,3 4 6
avgk,460,98,8,6,Fearful,0.0,Male,6,3 6,3 4 6,3 4 6
avgk,460,115,5,5,Angry,0.0,Male,5,5,5,5
avgk,460,104,6,3,Happy,0.0,Male,6,3 5 6 8,3 5 6,3 5 6
avgk,460,247,4,4,Sad,1.0,Female,4,3 4 6,3 4,3 4 6
avgk,460,155,2,4,Sad,1.0,Female,2,2,2,2
avgk,461,80,7,7,Disgust,1.0,Female,7,5 7,5 7,5 7
avgk,461,255,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 6
avgk,461,315,3,1,Neutral,1.0,Female,1,1 2,1 2,1 2
avgk,461,237,5,5,Angry,1.0,Female,5,5,5,5
avgk,461,351,6,3,Happy,0.0,Male,6,3 6 8,3 6 8,3 6 8
avgk,461,79,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
avgk,461,19,2,3,Happy,0.0,Male,1,1 2,1 2 4,1 2 4
avgk,461,85,4,7,Disgust,0.0,Male,7,7,7,7
avgk,461,225,3,8,Surprised,1.0,Female,8,3 8,8,8
avgk,461,231,5,5,Angry,0.0,Male,5,5,5,5
avgk,461,210,4,1,Neutral,1.0,Female,2,1 2,1 2,1 2
avgk,461,332,4,4,Sad,1.0,Female,4,4,4,4
avgk,461,62,8,8,Surprised,1.0,Female,8,3 8,8,8
avgk,461,153,2,1,Neutral,1.0,Female,2,1 2,1 2,1 2
avgk,461,278,8,8,Surprised,0.0,Male,8,3 8,8,3 8
avgk,461,148,1,2,Calm,1.0,Female,2,2,2 4,2
avgk,461,186,4,5,Angry,0.0,Male,4,3 4 6,3 4 6,3 4 6
avgk,461,173,8,6,Fearful,0.0,Male,8,3 5 6 8,3 6 8,3 6 8
avgk,461,129,4,4,Sad,1.0,Female,2,2,2,2
avgk,461,283,2,1,Neutral,0.0,Male,1,1 2,1 2,1 2 4
avgk,461,311,4,4,Sad,1.0,Female,2,1 2 4,1 2 4,1 2 4
avgk,461,124,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
avgk,461,244,3,3,Happy,1.0,Female,4,1 3 4 6,1 3 4,1 3 4
avgk,461,256,1,2,Calm,0.0,Male,2,1 2,2,1 2
avgk,461,27,5,7,Disgust,1.0,Female,7,7,7,7
avgk,461,297,2,2,Calm,1.0,Female,2,1 2,2,2
avgk,461,71,4,4,Sad,0.0,Male,2,1 2,1 2,1 2 4
avgk,461,8,3,8,Surprised,0.0,Male,4,1 2 4,1 2 4,1 2 4
avgk,461,340,6,7,Disgust,1.0,Female,7,7,7,7
avgk,461,78,2,1,Neutral,0.0,Male,2,1 2,1 2,1 2 4
avgk,461,104,6,3,Happy,0.0,Male,6,3 5 6 8,3 5 6,3 5 6
avgk,461,350,7,7,Disgust,1.0,Female,7,5 7,5 7,7
avgk,461,358,6,3,Happy,1.0,Female,6,3 6 8,3 6 8,3 6 8
avgk,461,121,4,4,Sad,0.0,Male,4,3 4,3 4 6,3 4 6
avgk,461,238,8,8,Surprised,0.0,Male,8,3 8,8,3 8
avgk,461,299,6,6,Fearful,1.0,Female,8,3 6 8,3 6 8,3 6 8
avgk,461,105,6,4,Sad,0.0,Male,4,3 4 6,3 4,3 4 6
avgk,461,268,2,2,Calm,0.0,Male,2,1 2,2,1 2
avgk,461,354,5,5,Angry,1.0,Female,5,5,5,5
avgk,461,308,2,7,Disgust,1.0,Female,7,2 7,2 7,2 7
avgk,461,221,8,8,Surprised,0.0,Male,8,3 8,1 3 8,1 3 8
avgk,461,194,5,6,Fearful,1.0,Female,6,3 5 6,3 5 6,3 5 6
avgk,461,160,7,5,Angry,1.0,Female,5,5,5,5
avgk,461,15,4,4,Sad,1.0,Female,4,2 4,2 4 7,2 4
avgk,461,265,6,6,Fearful,0.0,Male,6,3 6 8,3 6 8,3 6 8
avgk,461,169,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
avgk,461,180,5,5,Angry,1.0,Female,5,5,5,5
avgk,461,341,7,7,Disgust,1.0,Female,7,7,7,7
avgk,461,136,7,5,Angry,1.0,Female,5,5,5,5
avgk,461,205,4,3,Happy,1.0,Female,1,1 3 4 8,1 3 8,1 3 8
avgk,462,354,5,5,Angry,1.0,Female,5,5,5,5
avgk,462,344,6,6,Fearful,1.0,Female,6,3 6,3 4 6,3 6
avgk,462,319,2,1,Neutral,1.0,Female,2,1 2,1 2,1 2
avgk,462,33,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
avgk,462,96,4,2,Calm,0.0,Male,2,2,2,1 2
avgk,462,307,3,3,Happy,1.0,Female,3,3 4 6,3 4 6,3 4 6
avgk,462,350,7,7,Disgust,1.0,Female,7,5 7,5 7,7
avgk,462,82,6,6,Fearful,0.0,Male,4,3 4 6,3 4 6,3 4 6
avgk,462,283,1,1,Neutral,0.0,Male,1,1 2,1 2,1 2 4
avgk,462,103,4,2,Calm,0.0,Male,2,2,2,1 2
avgk,462,321,8,8,Surprised,1.0,Female,8,3 8,3 8,8
avgk,462,59,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
avgk,462,228,5,5,Angry,0.0,Male,5,5,5,5
avgk,462,79,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
avgk,462,110,4,6,Fearful,0.0,Male,6,3 4 6,3 4 6,3 4 6
avgk,462,317,7,7,Disgust,1.0,Female,7,7,7,7
avgk,462,152,3,4,Sad,0.0,Male,4,4,4,2 4
avgk,462,148,2,2,Calm,1.0,Female,2,2,2 4,2
avgk,462,209,1,2,Calm,1.0,Female,2,2,2,2
avgk,462,120,7,7,Disgust,0.0,Male,7,2 4 7,2 4 7,2 4 7
avgk,462,136,5,5,Angry,1.0,Female,5,5,5,5
avgk,462,155,2,4,Sad,1.0,Female,2,2,2,2
avgk,462,351,3,3,Happy,0.0,Male,6,3 6 8,3 6 8,3 6 8
avgk,462,218,1,3,Happy,0.0,Male,1,1 2,1 2 8,1 2 8
avgk,462,168,5,5,Angry,1.0,Female,5,5,5,5
avgk,462,252,6,3,Happy,0.0,Male,3,3 4 6 8,3 6 8,3 6 8
avgk,462,242,2,2,Calm,1.0,Female,2,2,2,2
avgk,462,198,2,1,Neutral,1.0,Female,2,1 2,1 2,1 2
avgk,462,44,4,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
avgk,462,219,7,7,Disgust,0.0,Male,7,7,7,5 7
avgk,462,188,8,8,Surprised,0.0,Male,8,3 6 8,3 8,3 6 8
avgk,462,14,6,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
avgk,462,160,5,5,Angry,1.0,Female,5,5,5,5
avgk,462,135,2,2,Calm,1.0,Female,2,1 2,2,2
avgk,462,272,5,5,Angry,1.0,Female,5,5 8,5 8,5 8
avgk,462,80,7,7,Disgust,1.0,Female,7,5 7,5 7,5 7
avgk,462,287,4,4,Sad,0.0,Male,2,1 2 4,1 2 4,1 2 4
avgk,462,290,3,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
avgk,462,175,2,2,Calm,1.0,Female,2,1 2,1 2,1 2
avgk,462,197,7,7,Disgust,1.0,Female,7,7,7,7
avgk,462,212,8,5,Angry,0.0,Male,5,5 8,3 5 8,3 5 8
avgk,462,305,8,8,Surprised,1.0,Female,8,3 8,8,8
avgk,462,72,4,4,Sad,1.0,Female,4,4,4,4
avgk,462,355,4,4,Sad,1.0,Female,4,2 4,2 4,2 4
avgk,462,5,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
avgk,462,179,6,6,Fearful,0.0,Male,6,3 6,3 6 8,3 6 8
avgk,462,214,8,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
avgk,462,23,8,8,Surprised,1.0,Female,8,3 8,3 8,3 8
avgk,462,289,2,4,Sad,0.0,Male,4,1 2 4,1 2 4,1 2 4
avgk,462,177,4,3,Happy,1.0,Female,1,1 2 4,1 2 4,1 2 4
avgk,463,188,8,8,Surprised,0.0,Male,8,3 6 8,3 8,3 6 8
avgk,463,179,6,6,Fearful,0.0,Male,6,3 6,3 6 8,3 6 8
avgk,463,242,2,2,Calm,1.0,Female,2,2,2,2
avgk,463,219,1,7,Disgust,0.0,Male,7,7,7,5 7
avgk,463,177,3,3,Happy,1.0,Female,1,1 2 4,1 2 4,1 2 4
avgk,463,354,5,5,Angry,1.0,Female,5,5,5,5
avgk,463,214,4,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
avgk,463,152,4,4,Sad,0.0,Male,4,4,4,2 4
avgk,463,289,1,4,Sad,0.0,Male,4,1 2 4,1 2 4,1 2 4
avgk,463,272,5,5,Angry,1.0,Female,5,5 8,5 8,5 8
avgk,463,103,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,463,33,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
avgk,463,168,5,5,Angry,1.0,Female,5,5,5,5
avgk,463,290,3,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
avgk,463,344,6,6,Fearful,1.0,Female,6,3 6,3 4 6,3 6
avgk,463,287,4,4,Sad,0.0,Male,2,1 2 4,1 2 4,1 2 4
avgk,463,44,4,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
avgk,463,110,6,6,Fearful,0.0,Male,6,3 4 6,3 4 6,3 4 6
avgk,463,218,1,3,Happy,0.0,Male,1,1 2,1 2 8,1 2 8
avgk,463,212,8,5,Angry,0.0,Male,5,5 8,3 5 8,3 5 8
avgk,463,14,8,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
avgk,463,23,8,8,Surprised,1.0,Female,8,3 8,3 8,3 8
avgk,463,321,8,8,Surprised,1.0,Female,8,3 8,3 8,8
avgk,463,319,2,1,Neutral,1.0,Female,2,1 2,1 2,1 2
avgk,463,155,2,4,Sad,1.0,Female,2,2,2,2
avgk,463,160,5,5,Angry,1.0,Female,5,5,5,5
avgk,463,80,5,7,Disgust,1.0,Female,7,5 7,5 7,5 7
avgk,463,59,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
avgk,463,351,6,3,Happy,0.0,Male,6,3 6 8,3 6 8,3 6 8
avgk,463,355,4,4,Sad,1.0,Female,4,2 4,2 4,2 4
avgk,463,252,6,3,Happy,0.0,Male,3,3 4 6 8,3 6 8,3 6 8
avgk,463,307,3,3,Happy,1.0,Female,3,3 4 6,3 4 6,3 4 6
avgk,463,79,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
avgk,463,209,2,2,Calm,1.0,Female,2,2,2,2
avgk,463,120,7,7,Disgust,0.0,Male,7,2 4 7,2 4 7,2 4 7
avgk,463,317,3,7,Disgust,1.0,Female,7,7,7,7
avgk,463,228,5,5,Angry,0.0,Male,5,5,5,5
avgk,463,198,2,1,Neutral,1.0,Female,2,1 2,1 2,1 2
avgk,463,350,7,7,Disgust,1.0,Female,7,5 7,5 7,7
avgk,463,72,4,4,Sad,1.0,Female,4,4,4,4
avgk,463,135,2,2,Calm,1.0,Female,2,1 2,2,2
avgk,463,5,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
avgk,463,197,7,7,Disgust,1.0,Female,7,7,7,7
avgk,463,305,8,8,Surprised,1.0,Female,8,3 8,8,8
avgk,463,175,1,2,Calm,1.0,Female,2,1 2,1 2,1 2
avgk,463,82,3,6,Fearful,0.0,Male,4,3 4 6,3 4 6,3 4 6
avgk,463,283,1,1,Neutral,0.0,Male,1,1 2,1 2,1 2 4
avgk,463,96,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,463,136,5,5,Angry,1.0,Female,5,5,5,5
avgk,463,148,2,2,Calm,1.0,Female,2,2,2 4,2
avgk,464,343,5,5,Angry,1.0,Female,5,5,5,5
avgk,464,222,8,8,Surprised,0.0,Male,8,3 8,3 8,1 3 8
avgk,464,300,4,4,Sad,1.0,Female,2,2 4,2 4,2 4
avgk,464,178,5,5,Angry,1.0,Female,5,5 8,1 5 8,5 8
avgk,464,337,8,8,Surprised,1.0,Female,1,1 3 8,1 3 8,1 3 8
avgk,464,33,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
avgk,464,205,1,3,Happy,1.0,Female,1,1 3 4 8,1 3 8,1 3 8
avgk,464,147,1,3,Happy,0.0,Male,1,1 2,1 2,1 2 4
avgk,464,97,8,8,Surprised,0.0,Male,8,1 3 6 8,1 3 8,1 3 8
avgk,464,254,1,3,Happy,0.0,Male,1,1 2,1 2 4,1 2 4
avgk,464,2,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
avgk,464,246,1,3,Happy,1.0,Female,1,1 3 4 8,1 3 4,1 3 4
avgk,464,164,2,2,Calm,1.0,Female,2,1 2,1 2,2
avgk,464,59,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
avgk,464,305,8,8,Surprised,1.0,Female,8,3 8,8,8
avgk,464,201,5,5,Angry,0.0,Male,5,5,5,5
avgk,464,249,7,7,Disgust,0.0,Male,7,7,7,7
avgk,464,70,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,464,290,3,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
avgk,464,285,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
avgk,464,267,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
avgk,464,86,1,7,Disgust,1.0,Female,2,2,2,2
avgk,464,30,1,2,Calm,1.0,Female,2,2,2,2
avgk,464,61,8,6,Fearful,0.0,Male,6,3 6 8,3 6 8,3 6 8
avgk,464,220,1,3,Happy,1.0,Female,1,1 2,1 2 4,1 2
avgk,464,234,5,5,Angry,1.0,Female,5,5,5,5
avgk,464,5,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
avgk,464,310,7,7,Disgust,1.0,Female,7,5 7,5 7,7
avgk,464,110,4,6,Fearful,0.0,Male,6,3 4 6,3 4 6,3 4 6
avgk,464,18,4,4,Sad,0.0,Male,2,1 2 4,1 2 4,1 2 4
avgk,464,245,5,5,Angry,1.0,Female,5,5,5,5
avgk,464,94,5,5,Angry,1.0,Female,5,5,5,5
avgk,464,175,2,2,Calm,1.0,Female,2,1 2,1 2,1 2
avgk,464,242,2,2,Calm,1.0,Female,2,2,2,2
avgk,464,57,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,464,139,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
avgk,464,103,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,464,218,1,3,Happy,0.0,Male,1,1 2,1 2 8,1 2 8
avgk,464,286,7,7,Disgust,0.0,Male,7,4 7,7,4 7
avgk,464,272,5,5,Angry,1.0,Female,5,5 8,5 8,5 8
avgk,464,45,7,7,Disgust,1.0,Female,7,7,7,7
avgk,464,215,4,4,Sad,0.0,Male,4,3 4,3 4,3 4 6
avgk,464,119,8,6,Fearful,0.0,Male,8,3 8,3 8,3 6 8
avgk,464,144,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
avgk,464,34,5,5,Angry,0.0,Male,5,5,5,5
avgk,464,23,8,8,Surprised,1.0,Female,8,3 8,3 8,3 8
avgk,464,51,8,8,Surprised,0.0,Male,1,1 3 8,1 3 8,1 3 8
avgk,464,357,4,4,Sad,1.0,Female,4,2 4,4,4
avgk,464,44,6,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
avgk,464,226,4,4,Sad,0.0,Male,2,2,2,1 2 4
avgk,465,110,6,6,Fearful,0.0,Male,6,3 4 6,3 4 6,3 4 6
avgk,465,148,2,2,Calm,1.0,Female,2,2,2 4,2
avgk,465,317,7,7,Disgust,1.0,Female,7,7,7,7
avgk,465,344,3,6,Fearful,1.0,Female,6,3 6,3 4 6,3 6
avgk,465,79,3,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
avgk,465,272,5,5,Angry,1.0,Female,5,5 8,5 8,5 8
avgk,465,321,8,8,Surprised,1.0,Female,8,3 8,3 8,8
avgk,465,218,1,3,Happy,0.0,Male,1,1 2,1 2 8,1 2 8
avgk,465,120,7,7,Disgust,0.0,Male,7,2 4 7,2 4 7,2 4 7
avgk,465,44,6,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
avgk,465,283,1,1,Neutral,0.0,Male,1,1 2,1 2,1 2 4
avgk,465,252,8,3,Happy,0.0,Male,3,3 4 6 8,3 6 8,3 6 8
avgk,465,179,6,6,Fearful,0.0,Male,6,3 6,3 6 8,3 6 8
