experiment,participant_id,prompt_idx,response,label,label_text,group,group_text,top1,avgk_set,conformal_marginal_set,conformal_conditional_set
control,36,1399,6,6,Dentist,1.0,Male,6,6 ,6 ,6 7 
control,36,1189,4,5,Teacher,0.0,Female,4,4 5 ,4 5 ,4 
control,36,1294,6,6,Dentist,0.0,Female,6,6 ,6 ,6 
control,36,11,1,0,Professor,1.0,Male,0,1 0 ,1 0 ,1 0 
control,36,895,0,4,Psychologist,0.0,Female,4,4 0 ,3 4 0 ,4 0 
control,36,1965,3,9,Model,1.0,Male,3,3 6 ,2 3 6 ,2 3 6 
control,36,235,1,1,Physician,0.0,Female,1,1 ,1 ,1 
control,36,21,0,0,Professor,0.0,Female,0,0 ,0 ,0 
control,36,1039,3,5,Teacher,1.0,Male,3,2 3 9 ,2 3 5 9 ,2 3 9 
control,36,665,8,3,Journalist,0.0,Female,3,3 ,3 ,3 
control,36,1941,8,9,Model,0.0,Female,9,9 ,9 ,9 
control,36,1658,8,8,Painter,1.0,Male,8,2 8 ,2 5 8 ,2 5 8 
control,36,138,3,0,Professor,1.0,Male,3,3 0 ,3 5 0 ,3 4 5 0 
control,36,1406,6,7,Surgeon,1.0,Male,7,1 6 7 ,1 6 7 0 ,1 6 7 0 
control,36,1768,3,8,Painter,0.0,Female,5,2 3 5 ,2 3 5 8 ,2 3 5 
control,36,1639,3,8,Painter,1.0,Male,2,2 8 ,2 8 ,2 8 
control,36,1504,1,7,Surgeon,1.0,Male,7,1 7 ,1 7 ,1 7 
control,36,1976,9,9,Model,0.0,Female,3,3 5 9 ,2 3 5 9 ,3 5 9 
control,36,1809,9,9,Model,0.0,Female,9,9 ,9 ,9 
control,36,1583,1,7,Surgeon,1.0,Male,3,3 7 ,3 7 ,3 7 
control,36,437,2,2,Photographer,0.0,Female,2,2 ,2 ,2 
control,36,507,2,2,Photographer,1.0,Male,2,2 ,2 ,2 
control,36,669,2,3,Journalist,1.0,Male,3,2 3 ,2 3 ,2 3 
control,36,685,9,3,Journalist,0.0,Female,3,3 ,3 ,3 
control,36,1110,0,5,Teacher,0.0,Female,5,3 5 ,3 5 ,5 
control,36,973,4,4,Psychologist,0.0,Female,4,4 ,4 6 ,4 
control,36,1401,1,7,Surgeon,1.0,Male,1,1 7 ,1 7 ,1 7 
control,36,1590,1,7,Surgeon,1.0,Male,7,7 ,7 ,6 7 
control,36,1327,1,6,Dentist,0.0,Female,6,1 6 7 ,1 6 ,1 6 
control,36,1297,1,6,Dentist,1.0,Male,6,6 ,6 ,6 
control,36,267,1,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
control,36,433,9,2,Photographer,0.0,Female,2,2 ,2 ,2 
control,36,1149,5,5,Teacher,1.0,Male,5,5 ,5 ,5 9 
control,36,255,7,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
control,36,1278,6,6,Dentist,1.0,Male,6,6 7 ,6 7 ,6 7 
control,37,110,1,0,Professor,0.0,Female,1,1 0 ,1 ,1 0 
control,37,1185,5,5,Teacher,1.0,Male,5,5 7 ,5 7 ,5 7 
control,37,135,3,0,Professor,1.0,Male,0,0 ,0 ,0 
control,37,383,1,1,Physician,1.0,Male,1,1 6 ,1 6 ,1 
control,37,1604,8,8,Painter,0.0,Female,8,8 ,8 ,8 
control,37,1956,9,9,Model,0.0,Female,2,2 ,2 ,2 
control,37,1756,2,8,Painter,0.0,Female,8,2 8 ,2 8 9 ,2 8 9 
control,37,1730,8,8,Painter,1.0,Male,8,8 ,8 ,8 
control,37,1540,6,7,Surgeon,0.0,Female,6,6 7 ,6 7 ,6 
control,37,1417,7,7,Surgeon,1.0,Male,1,1 ,1 ,1 
control,37,688,3,3,Journalist,1.0,Male,3,3 ,3 ,3 0 
control,37,1053,5,5,Teacher,0.0,Female,5,2 3 5 9 ,2 5 9 ,2 5 9 
control,37,409,2,2,Photographer,1.0,Male,2,2 ,2 ,2 3 
control,37,991,0,4,Psychologist,1.0,Male,5,3 5 ,2 3 4 5 ,2 3 4 5 
control,37,1216,6,6,Dentist,1.0,Male,6,6 ,6 ,1 6 
control,37,1016,2,5,Teacher,1.0,Male,5,5 0 ,4 5 0 ,4 5 0 
control,37,1204,6,6,Dentist,1.0,Male,6,6 ,6 ,1 6 
control,37,1476,7,7,Surgeon,1.0,Male,7,7 ,7 ,6 7 
control,37,1851,9,9,Model,1.0,Male,9,3 6 9 ,2 3 6 9 ,2 3 6 9 
control,37,1929,9,9,Model,0.0,Female,9,3 9 ,2 3 9 ,3 9 
control,37,591,2,2,Photographer,1.0,Male,2,2 8 ,2 4 8 0 ,2 8 0 
control,37,1586,7,7,Surgeon,1.0,Male,7,7 ,7 ,7 
control,37,873,4,4,Psychologist,1.0,Male,4,4 6 ,4 6 ,4 6 
control,37,414,2,2,Photographer,1.0,Male,2,2 ,2 ,2 
control,37,633,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
control,37,1798,8,8,Painter,1.0,Male,8,2 8 ,2 8 ,2 8 
control,37,312,1,1,Physician,1.0,Male,1,1 6 ,1 ,1 6 
control,37,1268,6,6,Dentist,1.0,Male,6,6 ,6 ,6 7 
control,37,79,0,0,Professor,0.0,Female,1,1 0 ,1 4 0 ,1 0 
control,37,804,4,4,Psychologist,0.0,Female,4,4 ,4 ,4 
control,37,840,4,4,Psychologist,0.0,Female,4,4 ,4 ,4 
control,37,1444,7,7,Surgeon,0.0,Female,7,1 7 ,1 7 ,1 7 
control,37,1693,3,8,Painter,1.0,Male,8,2 3 5 8 ,2 3 5 8 ,2 3 5 8 
control,37,1290,6,6,Dentist,1.0,Male,6,6 ,6 ,6 
control,37,616,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
control,37,641,2,3,Journalist,0.0,Female,3,3 ,3 ,3 
control,37,294,1,1,Physician,0.0,Female,1,1 ,1 ,1 
control,37,289,1,1,Physician,0.0,Female,1,1 ,1 ,1 
control,37,1140,0,5,Teacher,1.0,Male,0,0 ,0 ,0 
control,37,568,2,2,Photographer,1.0,Male,2,2 ,2 ,2 
control,37,153,0,0,Professor,1.0,Male,0,3 0 ,3 5 0 ,3 5 0 
control,37,799,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
control,37,449,2,2,Photographer,1.0,Male,2,2 ,2 ,2 
control,37,1174,3,5,Teacher,0.0,Female,3,3 5 ,3 5 0 ,3 5 0 
control,37,865,4,4,Psychologist,0.0,Female,5,3 5 ,3 4 5 ,3 4 5 
control,37,1845,9,9,Model,0.0,Female,9,9 ,3 9 ,9 
control,37,1249,6,6,Dentist,0.0,Female,6,6 ,6 7 ,6 
control,37,310,7,1,Physician,1.0,Male,1,1 7 ,1 6 7 ,1 7 
control,37,1915,9,9,Model,0.0,Female,9,9 ,9 ,9 
control,37,86,4,0,Professor,0.0,Female,0,5 0 ,5 0 ,5 0 
control,38,1294,6,6,Dentist,0.0,Female,6,6 ,6 ,6 
control,38,1327,6,6,Dentist,0.0,Female,6,1 6 7 ,1 6 ,1 6 
control,38,1609,0,8,Painter,0.0,Female,8,8 ,8 0 ,8 
control,38,494,2,2,Photographer,0.0,Female,2,2 9 ,2 9 ,2 9 
control,38,21,0,0,Professor,0.0,Female,0,0 ,0 ,0 
control,38,1009,3,5,Teacher,1.0,Male,3,2 3 ,2 3 ,2 3 4 
control,38,103,0,0,Professor,1.0,Male,0,0 ,0 ,4 0 
control,38,1639,8,8,Painter,1.0,Male,2,2 8 ,2 8 ,2 8 
control,38,982,4,4,Psychologist,0.0,Female,4,4 ,4 ,4 
control,38,718,3,3,Journalist,1.0,Male,3,3 5 ,3 5 ,3 5 
control,38,1189,4,5,Teacher,0.0,Female,4,4 5 ,4 5 ,4 
control,38,1399,6,6,Dentist,1.0,Male,6,6 ,6 ,6 7 
control,38,1809,9,9,Model,0.0,Female,9,9 ,9 ,9 
control,38,764,3,3,Journalist,1.0,Male,3,3 ,3 ,3 
control,38,1401,1,7,Surgeon,1.0,Male,1,1 7 ,1 7 ,1 7 
control,38,1768,8,8,Painter,0.0,Female,5,2 3 5 ,2 3 5 8 ,2 3 5 
control,38,16,5,0,Professor,1.0,Male,5,5 ,5 ,5 
control,38,437,2,2,Photographer,0.0,Female,2,2 ,2 ,2 
control,38,267,7,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
control,38,1110,5,5,Teacher,0.0,Female,5,3 5 ,3 5 ,5 
control,38,1297,6,6,Dentist,1.0,Male,6,6 ,6 ,6 
control,38,685,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
control,38,229,1,1,Physician,0.0,Female,1,1 ,1 ,1 
control,38,669,3,3,Journalist,1.0,Male,3,2 3 ,2 3 ,2 3 
control,38,1504,7,7,Surgeon,1.0,Male,7,1 7 ,1 7 ,1 7 
control,38,11,0,0,Professor,1.0,Male,0,1 0 ,1 0 ,1 0 
control,38,837,4,4,Psychologist,0.0,Female,4,4 ,4 ,4 
control,38,1976,9,9,Model,0.0,Female,3,3 5 9 ,2 3 5 9 ,3 5 9 
control,38,1888,0,9,Model,0.0,Female,3,3 9 ,1 3 4 7 9 ,3 7 9 
control,38,433,2,2,Photographer,0.0,Female,2,2 ,2 ,2 
control,38,1149,5,5,Teacher,1.0,Male,5,5 ,5 ,5 9 
control,38,255,1,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
control,38,973,4,4,Psychologist,0.0,Female,4,4 ,4 6 ,4 
control,38,1278,6,6,Dentist,1.0,Male,6,6 7 ,6 7 ,6 7 
control,38,877,4,4,Psychologist,0.0,Female,3,3 4 5 ,3 4 5 ,3 4 5 
control,38,1941,9,9,Model,0.0,Female,9,9 ,9 ,9 
control,38,1792,8,8,Painter,1.0,Male,8,8 ,8 ,8 
control,38,224,1,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 6 
control,38,544,2,2,Photographer,1.0,Male,2,2 ,2 ,2 
control,38,138,3,0,Professor,1.0,Male,3,3 0 ,3 5 0 ,3 4 5 0 
control,38,1590,9,7,Surgeon,1.0,Male,7,7 ,7 ,6 7 
control,38,1039,8,5,Teacher,1.0,Male,3,2 3 9 ,2 3 5 9 ,2 3 9 
control,38,507,8,2,Photographer,1.0,Male,2,2 ,2 ,2 
control,38,665,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
control,38,1583,1,7,Surgeon,1.0,Male,3,3 7 ,3 7 ,3 7 
control,38,895,0,4,Psychologist,0.0,Female,4,4 0 ,3 4 0 ,4 0 
control,38,1406,6,7,Surgeon,1.0,Male,7,1 6 7 ,1 6 7 0 ,1 6 7 0 
control,38,1658,8,8,Painter,1.0,Male,8,2 8 ,2 5 8 ,2 5 8 
control,38,1965,1,9,Model,1.0,Male,3,3 6 ,2 3 6 ,2 3 6 
control,38,235,1,1,Physician,0.0,Female,1,1 ,1 ,1 
control,39,330,1,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
control,39,763,3,3,Journalist,1.0,Male,3,3 ,3 ,3 
control,39,669,3,3,Journalist,1.0,Male,3,2 3 ,2 3 ,2 3 
control,39,1759,8,8,Painter,0.0,Female,8,8 ,8 ,8 
control,39,1157,5,5,Teacher,0.0,Female,5,1 5 0 ,5 0 ,5 0 
control,39,1277,6,6,Dentist,1.0,Male,6,6 ,6 ,6 7 
control,39,1373,6,6,Dentist,0.0,Female,6,6 ,6 ,6 
control,39,1327,7,6,Dentist,0.0,Female,6,1 6 7 ,1 6 ,1 6 
control,39,894,5,4,Psychologist,1.0,Male,4,4 ,4 ,4 0 
control,39,1294,6,6,Dentist,0.0,Female,6,6 ,6 ,6 
control,39,403,4,2,Photographer,1.0,Male,2,2 5 ,2 3 5 9 ,2 3 5 9 
control,39,1406,6,7,Surgeon,1.0,Male,7,1 6 7 ,1 6 7 0 ,1 6 7 0 
control,39,1149,5,5,Teacher,1.0,Male,5,5 ,5 ,5 9 
control,39,224,7,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 6 
control,39,718,3,3,Journalist,1.0,Male,3,3 5 ,3 5 ,3 5 
control,39,229,7,1,Physician,0.0,Female,1,1 ,1 ,1 
control,39,1888,9,9,Model,0.0,Female,3,3 9 ,1 3 4 7 9 ,3 7 9 
control,39,1609,3,8,Painter,0.0,Female,8,8 ,8 0 ,8 
control,39,1505,3,7,Surgeon,1.0,Male,3,3 5 ,3 5 ,3 5 
control,39,1583,3,7,Surgeon,1.0,Male,3,3 7 ,3 7 ,3 7 
control,39,1941,9,9,Model,0.0,Female,9,9 ,9 ,9 
control,39,1976,9,9,Model,0.0,Female,3,3 5 9 ,2 3 5 9 ,3 5 9 
control,39,837,4,4,Psychologist,0.0,Female,4,4 ,4 ,4 
control,39,1657,8,8,Painter,1.0,Male,5,5 8 9 ,5 8 9 ,5 8 9 
control,39,665,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
control,39,981,4,4,Psychologist,0.0,Female,3,2 3 5 ,2 3 ,2 3 
control,39,11,7,0,Professor,1.0,Male,0,1 0 ,1 0 ,1 0 
control,39,1297,6,6,Dentist,1.0,Male,6,6 ,6 ,6 
control,39,1949,9,9,Model,0.0,Female,9,3 9 ,3 9 ,3 9 
control,39,1110,5,5,Teacher,0.0,Female,5,3 5 ,3 5 ,5 
control,39,102,0,0,Professor,1.0,Male,0,4 0 ,4 0 ,4 0 
control,39,10,5,0,Professor,0.0,Female,0,0 ,0 ,0 
control,39,16,1,0,Professor,1.0,Male,5,5 ,5 ,5 
control,39,432,8,2,Photographer,1.0,Male,2,2 ,2 9 ,2 9 
control,39,1768,3,8,Painter,0.0,Female,5,2 3 5 ,2 3 5 8 ,2 3 5 
control,39,267,7,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
control,39,680,3,3,Journalist,0.0,Female,0,4 0 ,1 4 7 0 ,4 0 
control,39,543,2,2,Photographer,0.0,Female,2,2 9 ,2 3 4 9 ,2 4 9 
control,39,138,3,0,Professor,1.0,Male,3,3 0 ,3 5 0 ,3 4 5 0 
control,39,1590,9,7,Surgeon,1.0,Male,7,7 ,7 ,6 7 
control,39,972,0,4,Psychologist,1.0,Male,4,1 4 ,4 ,4 
control,39,833,4,4,Psychologist,1.0,Male,4,4 ,4 ,4 
control,39,507,8,2,Photographer,1.0,Male,2,2 ,2 ,2 
control,39,437,2,2,Photographer,0.0,Female,2,2 ,2 ,2 
control,39,255,7,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
control,39,1810,9,9,Model,0.0,Female,9,9 ,9 ,9 
control,39,1487,0,7,Surgeon,0.0,Female,0,0 ,4 0 ,4 0 
control,39,1792,5,8,Painter,1.0,Male,8,8 ,8 ,8 
control,39,1189,9,5,Teacher,0.0,Female,4,4 5 ,4 5 ,4 
control,39,1039,3,5,Teacher,1.0,Male,3,2 3 9 ,2 3 5 9 ,2 3 9 
control,40,1487,7,7,Surgeon,0.0,Female,0,0 ,4 0 ,4 0 
control,40,763,3,3,Journalist,1.0,Male,3,3 ,3 ,3 
control,40,254,7,1,Physician,0.0,Female,1,1 ,1 ,1 
control,40,1109,5,5,Teacher,0.0,Female,5,5 ,5 ,5 
control,40,103,7,0,Professor,1.0,Male,0,0 ,0 ,4 0 
control,40,1327,4,6,Dentist,0.0,Female,6,1 6 7 ,1 6 ,1 6 
control,40,833,4,4,Psychologist,1.0,Male,4,4 ,4 ,4 
control,40,1501,7,7,Surgeon,1.0,Male,7,1 6 7 ,1 6 7 ,1 6 7 
control,40,971,3,4,Psychologist,0.0,Female,0,0 ,0 ,0 
control,40,894,4,4,Psychologist,1.0,Male,4,4 ,4 ,4 0 
control,40,1949,5,9,Model,0.0,Female,9,3 9 ,3 9 ,3 9 
control,40,11,7,0,Professor,1.0,Male,0,1 0 ,1 0 ,1 0 
control,40,10,5,0,Professor,0.0,Female,0,0 ,0 ,0 
control,40,1148,5,5,Teacher,1.0,Male,2,2 8 ,2 8 ,2 8 
control,40,1777,7,8,Painter,0.0,Female,8,8 ,8 ,8 
control,40,1759,8,8,Painter,0.0,Female,8,8 ,8 ,8 
control,40,403,3,2,Photographer,1.0,Male,2,2 5 ,2 3 5 9 ,2 3 5 9 
control,40,267,7,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
control,40,669,1,3,Journalist,1.0,Male,3,2 3 ,2 3 ,2 3 
control,40,1277,4,6,Dentist,1.0,Male,6,6 ,6 ,6 7 
control,40,1405,4,7,Surgeon,1.0,Male,7,7 ,7 ,1 7 
control,40,1768,3,8,Painter,0.0,Female,5,2 3 5 ,2 3 5 8 ,2 3 5 
control,40,1038,5,5,Teacher,0.0,Female,5,5 ,5 ,5 
control,40,498,2,2,Photographer,1.0,Male,2,2 ,2 ,2 
control,40,1792,3,8,Painter,1.0,Male,8,8 ,8 ,8 
control,40,1590,4,7,Surgeon,1.0,Male,7,7 ,7 ,6 7 
control,40,976,4,4,Psychologist,0.0,Female,4,1 4 ,4 ,4 
control,40,631,4,3,Journalist,1.0,Male,3,3 ,3 ,2 3 
control,40,1658,8,8,Painter,1.0,Male,8,2 8 ,2 5 8 ,2 5 8 
control,40,224,7,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 6 
control,40,432,8,2,Photographer,1.0,Male,2,2 ,2 9 ,2 9 
control,40,138,0,0,Professor,1.0,Male,3,3 0 ,3 5 0 ,3 4 5 0 
control,40,1373,7,6,Dentist,0.0,Female,6,6 ,6 ,6 
control,40,664,4,3,Journalist,1.0,Male,3,2 3 0 ,1 2 3 0 ,1 2 3 0 
control,40,1809,9,9,Model,0.0,Female,9,9 ,9 ,9 
control,40,437,2,2,Photographer,0.0,Female,2,2 ,2 ,2 
control,40,1157,5,5,Teacher,0.0,Female,5,1 5 0 ,5 0 ,5 0 
control,40,837,4,4,Psychologist,0.0,Female,4,4 ,4 ,4 
control,40,266,5,1,Physician,0.0,Female,1,1 6 ,1 ,1 
control,40,1229,1,6,Dentist,0.0,Female,6,6 7 ,6 7 ,6 7 
control,40,543,9,2,Photographer,0.0,Female,2,2 9 ,2 3 4 9 ,2 4 9 
control,40,643,0,3,Journalist,1.0,Male,3,3 ,3 ,3 
control,40,1153,9,5,Teacher,1.0,Male,2,2 3 ,2 3 5 ,2 3 5 
control,40,94,5,0,Professor,0.0,Female,0,2 5 0 ,2 5 0 ,5 0 
control,40,1941,9,9,Model,0.0,Female,9,9 ,9 ,9 
control,40,1505,3,7,Surgeon,1.0,Male,3,3 5 ,3 5 ,3 5 
control,40,330,5,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
control,40,1888,0,9,Model,0.0,Female,3,3 9 ,1 3 4 7 9 ,3 7 9 
control,40,1294,6,6,Dentist,0.0,Female,6,6 ,6 ,6 
control,40,1918,9,9,Model,1.0,Male,9,5 9 ,2 5 9 ,2 5 9 0 
control,41,507,2,2,Photographer,1.0,Male,2,2 ,2 ,2 
control,41,1294,6,6,Dentist,0.0,Female,6,6 ,6 ,6 
control,41,1810,9,9,Model,0.0,Female,9,9 ,9 ,9 
control,41,437,2,2,Photographer,0.0,Female,2,2 ,2 ,2 
control,41,1792,8,8,Painter,1.0,Male,8,8 ,8 ,8 
control,41,972,4,4,Psychologist,1.0,Male,4,1 4 ,4 ,4 
control,41,1297,6,6,Dentist,1.0,Male,6,6 ,6 ,6 
control,41,1157,5,5,Teacher,0.0,Female,5,1 5 0 ,5 0 ,5 0 
control,41,16,1,0,Professor,1.0,Male,5,5 ,5 ,5 
control,41,665,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
control,41,1327,6,6,Dentist,0.0,Female,6,1 6 7 ,1 6 ,1 6 
control,41,837,4,4,Psychologist,0.0,Female,4,4 ,4 ,4 
control,41,1590,1,7,Surgeon,1.0,Male,7,7 ,7 ,6 7 
control,41,833,4,4,Psychologist,1.0,Male,4,4 ,4 ,4 
control,41,1888,0,9,Model,0.0,Female,3,3 9 ,1 3 4 7 9 ,3 7 9 
control,41,102,0,0,Professor,1.0,Male,0,4 0 ,4 0 ,4 0 
control,41,1609,3,8,Painter,0.0,Female,8,8 ,8 0 ,8 
control,41,1583,7,7,Surgeon,1.0,Male,3,3 7 ,3 7 ,3 7 
control,41,432,9,2,Photographer,1.0,Male,2,2 ,2 9 ,2 9 
control,41,1149,5,5,Teacher,1.0,Male,5,5 ,5 ,5 9 
control,41,1949,3,9,Model,0.0,Female,9,3 9 ,3 9 ,3 9 
control,41,224,7,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 6 
control,41,330,7,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
control,41,1039,9,5,Teacher,1.0,Male,3,2 3 9 ,2 3 5 9 ,2 3 9 
control,41,267,1,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
control,41,255,7,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
control,41,1976,9,9,Model,0.0,Female,3,3 5 9 ,2 3 5 9 ,3 5 9 
control,41,981,4,4,Psychologist,0.0,Female,3,2 3 5 ,2 3 ,2 3 
control,41,1373,6,6,Dentist,0.0,Female,6,6 ,6 ,6 
control,41,1406,6,7,Surgeon,1.0,Male,7,1 6 7 ,1 6 7 0 ,1 6 7 0 
control,41,1110,5,5,Teacher,0.0,Female,5,3 5 ,3 5 ,5 
control,41,10,0,0,Professor,0.0,Female,0,0 ,0 ,0 
control,41,680,3,3,Journalist,0.0,Female,0,4 0 ,1 4 7 0 ,4 0 
control,41,1657,2,8,Painter,1.0,Male,5,5 8 9 ,5 8 9 ,5 8 9 
control,41,894,4,4,Psychologist,1.0,Male,4,4 ,4 ,4 0 
control,41,669,3,3,Journalist,1.0,Male,3,2 3 ,2 3 ,2 3 
control,41,1768,3,8,Painter,0.0,Female,5,2 3 5 ,2 3 5 8 ,2 3 5 
control,41,1487,0,7,Surgeon,0.0,Female,0,0 ,4 0 ,4 0 
control,41,763,3,3,Journalist,1.0,Male,3,3 ,3 ,3 
control,41,403,9,2,Photographer,1.0,Male,2,2 5 ,2 3 5 9 ,2 3 5 9 
control,41,543,2,2,Photographer,0.0,Female,2,2 9 ,2 3 4 9 ,2 4 9 
control,41,1941,9,9,Model,0.0,Female,9,9 ,9 ,9 
control,41,138,3,0,Professor,1.0,Male,3,3 0 ,3 5 0 ,3 4 5 0 
control,41,1189,4,5,Teacher,0.0,Female,4,4 5 ,4 5 ,4 
control,41,1759,8,8,Painter,0.0,Female,8,8 ,8 ,8 
control,41,11,7,0,Professor,1.0,Male,0,1 0 ,1 0 ,1 0 
control,41,1277,6,6,Dentist,1.0,Male,6,6 ,6 ,6 7 
control,41,718,3,3,Journalist,1.0,Male,3,3 5 ,3 5 ,3 5 
control,41,229,1,1,Physician,0.0,Female,1,1 ,1 ,1 
control,41,1505,3,7,Surgeon,1.0,Male,3,3 5 ,3 5 ,3 5 
control,42,1918,9,9,Model,1.0,Male,9,5 9 ,2 5 9 ,2 5 9 0 
control,42,543,4,2,Photographer,0.0,Female,2,2 9 ,2 3 4 9 ,2 4 9 
control,42,631,3,3,Journalist,1.0,Male,3,3 ,3 ,2 3 
control,42,1941,9,9,Model,0.0,Female,9,9 ,9 ,9 
control,42,833,4,4,Psychologist,1.0,Male,4,4 ,4 ,4 
control,42,1229,6,6,Dentist,0.0,Female,6,6 7 ,6 7 ,6 7 
control,42,267,1,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
control,42,94,5,0,Professor,0.0,Female,0,2 5 0 ,2 5 0 ,5 0 
control,42,1148,3,5,Teacher,1.0,Male,2,2 8 ,2 8 ,2 8 
control,42,1487,1,7,Surgeon,0.0,Female,0,0 ,4 0 ,4 0 
control,42,10,0,0,Professor,0.0,Female,0,0 ,0 ,0 
control,42,763,0,3,Journalist,1.0,Male,3,3 ,3 ,3 
control,42,1768,3,8,Painter,0.0,Female,5,2 3 5 ,2 3 5 8 ,2 3 5 
control,42,971,4,4,Psychologist,0.0,Female,0,0 ,0 ,0 
control,42,894,4,4,Psychologist,1.0,Male,4,4 ,4 ,4 0 
control,42,643,3,3,Journalist,1.0,Male,3,3 ,3 ,3 
control,42,11,1,0,Professor,1.0,Male,0,1 0 ,1 0 ,1 0 
control,42,669,3,3,Journalist,1.0,Male,3,2 3 ,2 3 ,2 3 
control,42,1590,1,7,Surgeon,1.0,Male,7,7 ,7 ,6 7 
control,42,1327,1,6,Dentist,0.0,Female,6,1 6 7 ,1 6 ,1 6 
control,42,432,2,2,Photographer,1.0,Male,2,2 ,2 9 ,2 9 
control,42,254,1,1,Physician,0.0,Female,1,1 ,1 ,1 
control,42,976,0,4,Psychologist,0.0,Female,4,1 4 ,4 ,4 
control,42,138,3,0,Professor,1.0,Male,3,3 0 ,3 5 0 ,3 4 5 0 
control,42,224,1,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 6 
control,42,330,1,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
control,42,498,2,2,Photographer,1.0,Male,2,2 ,2 ,2 
control,42,266,1,1,Physician,0.0,Female,1,1 6 ,1 ,1 
control,42,1949,9,9,Model,0.0,Female,9,3 9 ,3 9 ,3 9 
control,42,1038,5,5,Teacher,0.0,Female,5,5 ,5 ,5 
control,42,1809,9,9,Model,0.0,Female,9,9 ,9 ,9 
control,42,1157,0,5,Teacher,0.0,Female,5,1 5 0 ,5 0 ,5 0 
control,42,1405,7,7,Surgeon,1.0,Male,7,7 ,7 ,1 7 
control,42,1294,6,6,Dentist,0.0,Female,6,6 ,6 ,6 
control,42,403,4,2,Photographer,1.0,Male,2,2 5 ,2 3 5 9 ,2 3 5 9 
control,42,1888,0,9,Model,0.0,Female,3,3 9 ,1 3 4 7 9 ,3 7 9 
control,42,1501,1,7,Surgeon,1.0,Male,7,1 6 7 ,1 6 7 ,1 6 7 
control,42,1759,8,8,Painter,0.0,Female,8,8 ,8 ,8 
control,42,1373,6,6,Dentist,0.0,Female,6,6 ,6 ,6 
control,42,437,2,2,Photographer,0.0,Female,2,2 ,2 ,2 
control,42,1792,8,8,Painter,1.0,Male,8,8 ,8 ,8 
control,42,1109,5,5,Teacher,0.0,Female,5,5 ,5 ,5 
control,42,837,1,4,Psychologist,0.0,Female,4,4 ,4 ,4 
control,42,1153,3,5,Teacher,1.0,Male,2,2 3 ,2 3 5 ,2 3 5 
control,42,1505,3,7,Surgeon,1.0,Male,3,3 5 ,3 5 ,3 5 
control,42,103,0,0,Professor,1.0,Male,0,0 ,0 ,4 0 
control,42,1658,8,8,Painter,1.0,Male,8,2 8 ,2 5 8 ,2 5 8 
control,42,1777,8,8,Painter,0.0,Female,8,8 ,8 ,8 
control,42,664,1,3,Journalist,1.0,Male,3,2 3 0 ,1 2 3 0 ,1 2 3 0 
control,42,1277,6,6,Dentist,1.0,Male,6,6 ,6 ,6 7 
control,43,719,3,3,Journalist,1.0,Male,5,5 9 ,5 9 ,5 9 
control,43,134,3,0,Professor,1.0,Male,0,0 ,0 ,3 0 
control,43,104,4,0,Professor,1.0,Male,0,0 ,0 ,0 
control,43,550,8,2,Photographer,1.0,Male,2,2 3 ,2 3 ,2 3 
control,43,895,0,4,Psychologist,0.0,Female,4,4 0 ,3 4 0 ,4 0 
control,43,413,8,2,Photographer,1.0,Male,8,8 ,8 ,2 8 
control,43,1673,8,8,Painter,1.0,Male,8,8 ,8 ,8 
control,43,1609,8,8,Painter,0.0,Female,8,8 ,8 0 ,8 
control,43,1965,8,9,Model,1.0,Male,3,3 6 ,2 3 6 ,2 3 6 
control,43,637,3,3,Journalist,0.0,Female,3,2 3 ,2 3 5 ,2 3 
control,43,1604,8,8,Painter,0.0,Female,8,8 ,8 ,8 
control,43,21,0,0,Professor,0.0,Female,0,0 ,0 ,0 
control,43,1273,0,6,Dentist,0.0,Female,6,6 ,6 ,6 
control,43,309,1,1,Physician,0.0,Female,1,1 6 ,1 ,1 
control,43,1957,9,9,Model,0.0,Female,9,9 ,2 9 ,9 
