experiment,participant_id,prompt_idx,response,label,label_text,group,group_text,top1,avgk_set,conformal_marginal_set,conformal_conditional_set
avgk,262,1263,8,8,Gymnast,1.0,Middle,8,8,8,8
avgk,262,1303,2,13,Motorcyclist,3.0,Unknown,1,1 2 11 13 16,1 2 11 13,1 2 11 13
avgk,262,1159,17,17,Singer,0.0,Younger,17,17,17,17
avgk,262,353,14,14,Painter,1.0,Middle,14,11 14,11 14,4 11 14
avgk,262,179,17,7,Guitarist,1.0,Middle,17,1 2 5 7 9 11 14 15 16 17,1 2 7 17,1 2 7 17
avgk,262,642,7,7,Guitarist,3.0,Unknown,7,7 17,7 17,7
avgk,262,96,16,1,Backpacker,1.0,Middle,16,16,11 16,11 14 15 16
avgk,262,744,18,18,Skateboarder,0.0,Younger,18,18,18,18
avgk,262,908,8,8,Gymnast,0.0,Younger,8,8,8,8
avgk,262,1348,16,16,Salesperson,1.0,Middle,9,6 9 12,3 6 9 12,3 6 9 12
avgk,262,371,11,6,Guard,1.0,Middle,6,6 11 12,6 11 12 18,6 11 12 18
avgk,262,923,6,12,Officer,3.0,Unknown,6,6 11 16,6 11 12 16,6 11 12 16
avgk,263,491,8,8,Gymnast,1.0,Middle,8,8,8,8
avgk,263,1377,8,8,Gymnast,0.0,Younger,8,8,8,8
avgk,263,387,20,20,Tennis Player,1.0,Middle,20,20,20,20
avgk,263,846,6,10,Horse Rider,3.0,Unknown,6,6,6,6
avgk,263,306,14,14,Painter,1.0,Middle,14,11 14 16,4 11 14 16,4 11 14 16
avgk,263,718,12,12,Officer,0.0,Younger,12,2 6 12 13,2 6 12 13,2 6 12 13
avgk,263,276,14,14,Painter,0.0,Younger,14,11 14 16,11 14 16,14 16
avgk,263,1298,6,18,Skateboarder,1.0,Middle,18,13 16 18,6 13 16 18,6 13 16 18
avgk,263,501,13,18,Skateboarder,0.0,Younger,13,2 6 11 13 16 18,11 13 16 18,11 13 16 18
avgk,263,6,3,3,Computer User,0.0,Younger,3,1 3 10 11 14 15 16 17 18 19,1 3 11 17,1 3 11 17
avgk,263,957,14,14,Painter,1.0,Middle,14,9 11 14 16,9 11 14 16,9 11 14 16
avgk,263,488,16,3,Computer User,1.0,Middle,16,3 6 16,2 3 6 16,2 3 6 16
avgk,263,230,1,1,Backpacker,3.0,Unknown,1,1 16,1 6 14 16,1 6 14 16
avgk,263,113,19,19,Speaker,2.0,Older,3,3 5 10 11 12 19,3 10 12 19,3 10 11 12 19
avgk,263,267,5,5,Farmer,3.0,Unknown,11,5 11,1 5 11,1 5 11
avgk,263,455,11,11,Laborer,0.0,Younger,4,4 11 14,4 11 14,4 11
avgk,263,305,17,17,Singer,1.0,Middle,17,17,17,17
avgk,263,544,5,11,Laborer,0.0,Younger,11,5 11 16,5 11 16,5 11 16
avgk,263,486,7,7,Guitarist,1.0,Middle,17,1 6 7 11 17,1 6 7 17,1 6 7 17
avgk,263,1190,3,3,Computer User,1.0,Middle,1,1 3 15 16,1 3 15 16,1 3 15 16
avgk,263,1276,9,9,Hairdresser,1.0,Middle,9,9,9 15,5 9 11 15
avgk,263,340,15,15,Repairman,3.0,Unknown,15,3 6 9 11 15 16,3 9 11 15,3 9 11 15
avgk,263,419,17,19,Speaker,1.0,Middle,20,5 6 8 10 11 16 17 20,8 16 17 20,8 16 17 20
avgk,263,1060,6,6,Guard,0.0,Younger,6,6,6,6
avgk,263,811,6,12,Officer,1.0,Middle,6,6 10 11 15,6 10 11 15,6 10 11 15
avgk,263,1257,16,16,Salesperson,1.0,Middle,16,5 11 16,4 5 11 16,4 5 11 16
avgk,263,859,12,12,Officer,1.0,Middle,6,2 6 12,2 6 12 13,2 6 12 13
avgk,263,664,2,2,Boatman,1.0,Middle,2,2 16,2 11 16,2 11 15 16
avgk,263,184,13,13,Motorcyclist,1.0,Middle,13,13,13,11 13
avgk,263,82,7,7,Guitarist,1.0,Middle,7,7,7,7
avgk,263,1133,6,6,Guard,1.0,Middle,11,6 11,6 11 12 13,6 11 12 13
avgk,263,714,16,16,Salesperson,3.0,Unknown,16,11 16,11 13 16,11 16
avgk,263,1113,2,2,Boatman,1.0,Middle,2,2 14,2 11 14 17,2 11 14 17
avgk,263,297,7,7,Guitarist,1.0,Middle,7,7,7,7 13
avgk,263,1376,16,16,Salesperson,2.0,Older,16,16,11 16,3 4 6 11 16
avgk,263,158,4,4,Craftsman,1.0,Middle,11,4 5 11 16,4 5 11 16,4 5 11 16
avgk,263,998,17,17,Singer,0.0,Younger,17,17,11 17,17
avgk,263,459,2,2,Boatman,2.0,Older,2,2,2,2 6 14 15 16
avgk,263,312,9,9,Hairdresser,1.0,Middle,9,2 9 11 15,2 9 11 15,2 9 11 15
avgk,263,89,19,19,Speaker,1.0,Middle,16,3 16,3 10 16 20,3 10 16 20
avgk,263,809,10,10,Horse Rider,1.0,Middle,10,5 8 10 12,5 8 10 12,5 8 10 12
avgk,263,490,5,5,Farmer,0.0,Younger,5,5 11 16,5 11 16,5 11
avgk,263,1196,20,20,Tennis Player,3.0,Unknown,20,20,20,20
avgk,263,826,6,6,Guard,3.0,Unknown,6,6,6,6
avgk,263,1044,13,15,Repairman,0.0,Younger,11,3 4 6 10 11 14 15 16 17,6 11 15 16,6 11 15 16
avgk,263,1350,12,13,Motorcyclist,3.0,Unknown,12,6 12 13,3 6 12 13,3 6 12 13
avgk,263,708,5,5,Farmer,2.0,Older,11,5 11,4 5 11,2 4 5 11 16
avgk,263,403,8,8,Gymnast,0.0,Younger,8,8,8,8
avgk,263,712,15,15,Repairman,1.0,Middle,11,11 15,1 4 11 15,1 4 11 15
avgk,263,81,6,4,Craftsman,1.0,Middle,11,2 5 6 11 13 15,2 6 11 15,2 6 11 15
avgk,264,488,3,3,Computer User,1.0,Middle,16,3 6 16,2 3 6 16,2 3 6 16
avgk,264,708,5,5,Farmer,2.0,Older,11,5 11,4 5 11,2 4 5 11 16
avgk,264,1196,20,20,Tennis Player,3.0,Unknown,20,20,20,20
avgk,264,419,8,19,Speaker,1.0,Middle,20,5 6 8 10 11 16 17 20,8 16 17 20,8 16 17 20
avgk,264,826,6,6,Guard,3.0,Unknown,6,6,6,6
avgk,264,267,5,5,Farmer,3.0,Unknown,11,5 11,1 5 11,1 5 11
avgk,264,544,11,11,Laborer,0.0,Younger,11,5 11 16,5 11 16,5 11 16
avgk,264,81,2,4,Craftsman,1.0,Middle,11,2 5 6 11 13 15,2 6 11 15,2 6 11 15
avgk,264,998,17,17,Singer,0.0,Younger,17,17,11 17,17
avgk,264,1044,14,15,Repairman,0.0,Younger,11,3 4 6 10 11 14 15 16 17,6 11 15 16,6 11 15 16
avgk,264,459,2,2,Boatman,2.0,Older,2,2,2,2 6 14 15 16
avgk,264,89,16,19,Speaker,1.0,Middle,16,3 16,3 10 16 20,3 10 16 20
avgk,264,387,20,20,Tennis Player,1.0,Middle,20,20,20,20
avgk,264,403,8,8,Gymnast,0.0,Younger,8,8,8,8
avgk,264,276,14,14,Painter,0.0,Younger,14,11 14 16,11 14 16,14 16
avgk,264,490,5,5,Farmer,0.0,Younger,5,5 11 16,5 11 16,5 11
avgk,264,1257,16,16,Salesperson,1.0,Middle,16,5 11 16,4 5 11 16,4 5 11 16
avgk,264,1133,6,6,Guard,1.0,Middle,11,6 11,6 11 12 13,6 11 12 13
avgk,264,846,10,10,Horse Rider,3.0,Unknown,6,6,6,6
avgk,264,714,16,16,Salesperson,3.0,Unknown,16,11 16,11 13 16,11 16
avgk,264,113,19,19,Speaker,2.0,Older,3,3 5 10 11 12 19,3 10 12 19,3 10 11 12 19
avgk,264,230,1,1,Backpacker,3.0,Unknown,1,1 16,1 6 14 16,1 6 14 16
avgk,264,82,7,7,Guitarist,1.0,Middle,7,7,7,7
avgk,264,306,14,14,Painter,1.0,Middle,14,11 14 16,4 11 14 16,4 11 14 16
avgk,264,6,3,3,Computer User,0.0,Younger,3,1 3 10 11 14 15 16 17 18 19,1 3 11 17,1 3 11 17
avgk,264,158,11,4,Craftsman,1.0,Middle,11,4 5 11 16,4 5 11 16,4 5 11 16
avgk,264,957,14,14,Painter,1.0,Middle,14,9 11 14 16,9 11 14 16,9 11 14 16
avgk,264,305,18,17,Singer,1.0,Middle,17,17,17,17
avgk,264,1113,2,2,Boatman,1.0,Middle,2,2 14,2 11 14 17,2 11 14 17
avgk,264,184,13,13,Motorcyclist,1.0,Middle,13,13,13,11 13
avgk,264,859,12,12,Officer,1.0,Middle,6,2 6 12,2 6 12 13,2 6 12 13
avgk,264,1350,12,13,Motorcyclist,3.0,Unknown,12,6 12 13,3 6 12 13,3 6 12 13
avgk,264,1298,18,18,Skateboarder,1.0,Middle,18,13 16 18,6 13 16 18,6 13 16 18
avgk,264,1190,3,3,Computer User,1.0,Middle,1,1 3 15 16,1 3 15 16,1 3 15 16
avgk,264,718,6,12,Officer,0.0,Younger,12,2 6 12 13,2 6 12 13,2 6 12 13
avgk,264,811,15,12,Officer,1.0,Middle,6,6 10 11 15,6 10 11 15,6 10 11 15
avgk,264,491,8,8,Gymnast,1.0,Middle,8,8,8,8
avgk,264,297,7,7,Guitarist,1.0,Middle,7,7,7,7 13
avgk,264,1377,8,8,Gymnast,0.0,Younger,8,8,8,8
avgk,264,501,18,18,Skateboarder,0.0,Younger,13,2 6 11 13 16 18,11 13 16 18,11 13 16 18
avgk,264,340,15,15,Repairman,3.0,Unknown,15,3 6 9 11 15 16,3 9 11 15,3 9 11 15
avgk,264,712,15,15,Repairman,1.0,Middle,11,11 15,1 4 11 15,1 4 11 15
avgk,264,664,2,2,Boatman,1.0,Middle,2,2 16,2 11 16,2 11 15 16
avgk,264,486,7,7,Guitarist,1.0,Middle,17,1 6 7 11 17,1 6 7 17,1 6 7 17
avgk,264,455,11,11,Laborer,0.0,Younger,4,4 11 14,4 11 14,4 11
avgk,264,1060,6,6,Guard,0.0,Younger,6,6,6,6
avgk,264,1276,9,9,Hairdresser,1.0,Middle,9,9,9 15,5 9 11 15
avgk,264,1376,16,16,Salesperson,2.0,Older,16,16,11 16,3 4 6 11 16
avgk,264,312,9,9,Hairdresser,1.0,Middle,9,2 9 11 15,2 9 11 15,2 9 11 15
avgk,264,809,10,10,Horse Rider,1.0,Middle,10,5 8 10 12,5 8 10 12,5 8 10 12
avgk,265,843,4,14,Painter,2.0,Older,16,4 11 16,4 11 15 16,4 11 14 15 16
avgk,265,499,1,1,Backpacker,0.0,Younger,1,1 6 16,1 6 10 16,1
avgk,265,96,16,1,Backpacker,1.0,Middle,16,16,11 16,11 14 15 16
avgk,265,1159,17,17,Singer,0.0,Younger,17,17,17,17
avgk,265,469,8,8,Gymnast,0.0,Younger,8,8,8,8
avgk,265,371,6,6,Guard,1.0,Middle,6,6 11 12,6 11 12 18,6 11 12 18
avgk,265,716,15,15,Repairman,0.0,Younger,15,15,15,15
avgk,265,260,2,2,Boatman,1.0,Middle,2,2 6,2 6,2 6
avgk,265,12,19,19,Speaker,1.0,Middle,12,1 8 10 12,1 8 10 12,1 8 10 12
avgk,265,908,8,8,Gymnast,0.0,Younger,8,8,8,8
avgk,265,1083,11,5,Farmer,2.0,Older,5,5 11 16,4 5 11 16,4 5 9 11 16
avgk,265,369,9,9,Hairdresser,1.0,Middle,9,9,9,9
avgk,265,179,7,7,Guitarist,1.0,Middle,17,1 2 5 7 9 11 14 15 16 17,1 2 7 17,1 2 7 17
avgk,265,956,6,6,Guard,1.0,Middle,6,6,6,6 20
avgk,265,730,1,3,Computer User,3.0,Unknown,1,1 2 11 16 17,1 2 11 16,1 2 11 16
avgk,265,983,20,20,Tennis Player,1.0,Middle,20,20,20,20
avgk,265,353,14,14,Painter,1.0,Middle,14,11 14,11 14,4 11 14
avgk,265,1121,18,18,Skateboarder,3.0,Unknown,2,2 16 18,1 2 16 18,1 2 16 18
avgk,265,407,5,5,Farmer,2.0,Older,5,4 5 11 15 16,5 11 15 16,4 5 11 15 16
avgk,265,643,10,10,Horse Rider,1.0,Middle,10,10,8 10,5 8 10 20
avgk,265,1374,6,6,Guard,1.0,Middle,6,6,6 15,6 15 16
avgk,265,495,14,16,Salesperson,2.0,Older,2,2 14 16,2 14 16,2 4 11 14 16
avgk,265,349,20,20,Tennis Player,1.0,Middle,20,20,20,20
avgk,265,455,4,11,Laborer,0.0,Younger,4,4 11 14,4 11 14,4 11
avgk,265,606,3,3,Computer User,3.0,Unknown,3,3 6 8 16,3 6 8 16,3 6 8 16
avgk,265,1334,17,17,Singer,1.0,Middle,17,17,17,11 17
avgk,265,138,18,18,Skateboarder,3.0,Unknown,18,18,18,18
avgk,265,389,13,1,Backpacker,2.0,Older,13,13,13,1 2 13 16
avgk,265,460,16,16,Salesperson,1.0,Middle,16,11 16,6 11 14 16,6 11 14 16
avgk,265,1303,2,13,Motorcyclist,3.0,Unknown,1,1 2 11 13 16,1 2 11 13,1 2 11 13
avgk,265,408,2,2,Boatman,3.0,Unknown,2,2,2,2
avgk,265,642,7,7,Guitarist,3.0,Unknown,7,7 17,7 17,7
avgk,265,850,3,3,Computer User,3.0,Unknown,16,11 16,3 11 15 16,3 11 15 16
avgk,265,522,8,4,Craftsman,0.0,Younger,8,1 2 4 6 8 11 15 16 20,2 8 11 16,2 8 11 16
avgk,265,923,1,12,Officer,3.0,Unknown,6,6 11 16,6 11 12 16,6 11 12 16
avgk,265,744,18,18,Skateboarder,0.0,Younger,18,18,18,18
avgk,265,167,17,17,Singer,0.0,Younger,17,17,11 17 19 20,17
avgk,265,517,14,14,Painter,0.0,Younger,14,11 14 15,11 14 15 16,11 14 15
avgk,265,942,1,2,Boatman,3.0,Unknown,2,1 2,1 2,1 2
avgk,265,89,16,19,Speaker,1.0,Middle,16,3 16,3 10 16 20,3 10 16 20
avgk,265,1348,12,16,Salesperson,1.0,Middle,9,6 9 12,3 6 9 12,3 6 9 12
avgk,265,30,11,11,Laborer,1.0,Middle,11,4 11 15,4 11 15,4 5 11 15
avgk,265,1389,13,13,Motorcyclist,3.0,Unknown,13,13,13,13
avgk,265,751,6,12,Officer,1.0,Middle,6,6 16,3 6 11 16,3 6 11 16
avgk,265,1263,8,8,Gymnast,1.0,Middle,8,8,8,8
avgk,265,1055,13,13,Motorcyclist,1.0,Middle,13,13,13,13
avgk,265,1342,20,20,Tennis Player,1.0,Middle,20,20,20,20
avgk,265,105,15,15,Repairman,3.0,Unknown,15,4 11 15 16,4 11 15 16,4 11 15 16
avgk,265,1208,11,5,Farmer,1.0,Middle,1,1 11,1 5 11 16,1 5 11 16
avgk,265,654,4,4,Craftsman,3.0,Unknown,4,4 11,2 4 11 15,2 4 11 15
avgk,266,923,6,12,Officer,3.0,Unknown,6,6 11 16,6 11 12 16,6 11 12 16
avgk,266,983,20,20,Tennis Player,1.0,Middle,20,20,20,20
avgk,266,371,6,6,Guard,1.0,Middle,6,6 11 12,6 11 12 18,6 11 12 18
avgk,266,353,14,14,Painter,1.0,Middle,14,11 14,11 14,4 11 14
avgk,266,89,19,19,Speaker,1.0,Middle,16,3 16,3 10 16 20,3 10 16 20
avgk,266,1348,1,16,Salesperson,1.0,Middle,9,6 9 12,3 6 9 12,3 6 9 12
avgk,266,908,8,8,Gymnast,0.0,Younger,8,8,8,8
avgk,266,730,1,3,Computer User,3.0,Unknown,1,1 2 11 16 17,1 2 11 16,1 2 11 16
avgk,266,850,3,3,Computer User,3.0,Unknown,16,11 16,3 11 15 16,3 11 15 16
avgk,266,349,20,20,Tennis Player,1.0,Middle,20,20,20,20
avgk,266,460,4,16,Salesperson,1.0,Middle,16,11 16,6 11 14 16,6 11 14 16
avgk,266,455,4,11,Laborer,0.0,Younger,4,4 11 14,4 11 14,4 11
avgk,266,12,19,19,Speaker,1.0,Middle,12,1 8 10 12,1 8 10 12,1 8 10 12
avgk,266,654,11,4,Craftsman,3.0,Unknown,4,4 11,2 4 11 15,2 4 11 15
avgk,266,105,15,15,Repairman,3.0,Unknown,15,4 11 15 16,4 11 15 16,4 11 15 16
avgk,266,1055,13,13,Motorcyclist,1.0,Middle,13,13,13,13
avgk,266,517,14,14,Painter,0.0,Younger,14,11 14 15,11 14 15 16,11 14 15
avgk,266,369,9,9,Hairdresser,1.0,Middle,9,9,9,9
avgk,266,30,15,11,Laborer,1.0,Middle,11,4 11 15,4 11 15,4 5 11 15
avgk,266,1303,2,13,Motorcyclist,3.0,Unknown,1,1 2 11 13 16,1 2 11 13,1 2 11 13
avgk,266,1159,17,17,Singer,0.0,Younger,17,17,17,17
avgk,266,843,4,14,Painter,2.0,Older,16,4 11 16,4 11 15 16,4 11 14 15 16
avgk,266,96,16,1,Backpacker,1.0,Middle,16,16,11 16,11 14 15 16
avgk,266,495,16,16,Salesperson,2.0,Older,2,2 14 16,2 14 16,2 4 11 14 16
avgk,266,751,6,12,Officer,1.0,Middle,6,6 16,3 6 11 16,3 6 11 16
avgk,266,1334,17,17,Singer,1.0,Middle,17,17,17,11 17
avgk,266,167,17,17,Singer,0.0,Younger,17,17,11 17 19 20,17
avgk,266,179,7,7,Guitarist,1.0,Middle,17,1 2 5 7 9 11 14 15 16 17,1 2 7 17,1 2 7 17
avgk,266,956,1,6,Guard,1.0,Middle,6,6,6,6 20
avgk,266,522,8,4,Craftsman,0.0,Younger,8,1 2 4 6 8 11 15 16 20,2 8 11 16,2 8 11 16
avgk,266,1342,20,20,Tennis Player,1.0,Middle,20,20,20,20
avgk,266,744,18,18,Skateboarder,0.0,Younger,18,18,18,18
avgk,266,942,2,2,Boatman,3.0,Unknown,2,1 2,1 2,1 2
avgk,266,642,7,7,Guitarist,3.0,Unknown,7,7 17,7 17,7
avgk,266,138,18,18,Skateboarder,3.0,Unknown,18,18,18,18
avgk,266,408,2,2,Boatman,3.0,Unknown,2,2,2,2
avgk,266,1208,11,5,Farmer,1.0,Middle,1,1 11,1 5 11 16,1 5 11 16
avgk,266,716,15,15,Repairman,0.0,Younger,15,15,15,15
avgk,266,407,5,5,Farmer,2.0,Older,5,4 5 11 15 16,5 11 15 16,4 5 11 15 16
avgk,266,643,10,10,Horse Rider,1.0,Middle,10,10,8 10,5 8 10 20
avgk,266,1374,6,6,Guard,1.0,Middle,6,6,6 15,6 15 16
avgk,266,1263,8,8,Gymnast,1.0,Middle,8,8,8,8
avgk,266,1389,13,13,Motorcyclist,3.0,Unknown,13,13,13,13
avgk,266,260,2,2,Boatman,1.0,Middle,2,2 6,2 6,2 6
avgk,266,606,3,3,Computer User,3.0,Unknown,3,3 6 8 16,3 6 8 16,3 6 8 16
avgk,266,1121,18,18,Skateboarder,3.0,Unknown,2,2 16 18,1 2 16 18,1 2 16 18
avgk,266,469,8,8,Gymnast,0.0,Younger,8,8,8,8
avgk,266,389,13,1,Backpacker,2.0,Older,13,13,13,1 2 13 16
avgk,266,499,1,1,Backpacker,0.0,Younger,1,1 6 16,1 6 10 16,1
avgk,266,1083,5,5,Farmer,2.0,Older,5,5 11 16,4 5 11 16,4 5 9 11 16
avgk,267,510,20,20,Tennis Player,1.0,Middle,20,16 18 20,16 18 20,1 16 18 20
avgk,267,237,7,7,Guitarist,1.0,Middle,7,7,7,7 12 17
avgk,267,534,6,3,Computer User,1.0,Middle,11,2 3 6 11 15,2 3 11 15,2 3 11 15
avgk,267,1396,13,13,Motorcyclist,3.0,Unknown,13,1 11 13 16,1 11 13 16,1 11 13 16
avgk,267,371,6,6,Guard,1.0,Middle,6,6 11 12,6 11 12 18,6 11 12 18
avgk,267,1057,9,9,Hairdresser,0.0,Younger,9,9,9,9
avgk,267,118,15,15,Repairman,1.0,Middle,3,3 15 16 19,3 15 16 19,3 15 16 19
avgk,267,742,15,15,Repairman,1.0,Middle,15,11 13 15,4 11 13 15,4 11 13 15
avgk,267,685,13,13,Motorcyclist,1.0,Middle,16,13 16,6 13 15 16,6 13 15 16
avgk,267,227,9,9,Hairdresser,1.0,Middle,9,9 11 16,4 9 11 16,4 9 11 16
avgk,267,189,19,19,Speaker,1.0,Middle,20,1 20,1 20,1 20
avgk,267,789,6,11,Laborer,1.0,Middle,6,6 11 15,6 11 15 18,6 11 15 18
avgk,267,23,5,5,Farmer,1.0,Middle,5,5 11,5 11,5 11 15 16
avgk,267,233,16,16,Salesperson,1.0,Middle,11,5 11,5 11 16,2 5 11 16
avgk,267,22,2,2,Boatman,0.0,Younger,2,2,2,2
avgk,267,832,18,18,Skateboarder,1.0,Middle,18,18,18,18
avgk,267,1130,11,14,Painter,1.0,Middle,15,4 11 14 15,4 11 14 15,4 11 14 15
avgk,267,936,16,16,Salesperson,1.0,Middle,16,16,16,5 11 16
avgk,267,715,10,10,Horse Rider,1.0,Middle,10,8 10,6 8 10 12,6 8 10 12
avgk,267,660,11,11,Laborer,1.0,Middle,11,11,11,4 5 11
avgk,267,447,16,13,Motorcyclist,0.0,Younger,13,1 11 13 16,1 11 13 16,11 13 16
avgk,267,1076,6,11,Laborer,1.0,Middle,6,6 11 13 16,6 11 13 16,6 11 13 16
avgk,267,556,5,5,Farmer,1.0,Middle,5,5 11,5 11 16,5 11 16
avgk,267,1346,18,18,Skateboarder,1.0,Middle,18,18,18,18
avgk,267,786,17,17,Singer,3.0,Unknown,17,8 11 17 19,8 11 17 19,8 11 17 19
avgk,267,676,1,1,Backpacker,1.0,Middle,1,1 11 16,1 11 16,1 5 11 16
avgk,267,1330,1,1,Backpacker,1.0,Middle,1,1 4 6 7 11 12 15 17 18 19,1 6 7 15,1 6 7 15
avgk,267,914,8,8,Gymnast,1.0,Middle,8,8,8,8
avgk,267,1360,4,4,Craftsman,3.0,Unknown,16,11 14 15 16,11 14 15 16,11 14 15 16
avgk,267,1378,20,20,Tennis Player,0.0,Younger,20,20,20,20
avgk,267,299,16,4,Craftsman,1.0,Middle,16,1 11 16,1 11 15 16,1 11 15 16
avgk,267,609,10,10,Horse Rider,1.0,Middle,10,8 10,5 8 10 20,5 8 10 20
avgk,267,459,2,2,Boatman,2.0,Older,2,2,2,2 6 14 15 16
avgk,267,1156,20,20,Tennis Player,0.0,Younger,20,20,20,20
avgk,267,822,12,12,Officer,1.0,Middle,6,3 6 12 15,3 6 12 15,3 6 12 15
avgk,267,604,19,6,Guard,1.0,Middle,6,6 11 16,1 6 11 16,1 6 11 16
avgk,267,43,17,17,Singer,3.0,Unknown,17,17,10 17,17
avgk,267,610,19,19,Speaker,2.0,Older,19,5 10 11 16 19,5 11 16 19,5 10 11 16 19
avgk,267,874,5,5,Farmer,1.0,Middle,5,5,5,5 11
avgk,267,1102,2,2,Boatman,3.0,Unknown,2,2,2,2
avgk,267,1229,4,4,Craftsman,3.0,Unknown,4,4 15,4 15,4 15
avgk,267,1177,7,7,Guitarist,1.0,Middle,7,3 4 7 11 15 16 17 19,3 7 16 19,3 7 16 19
avgk,267,257,18,18,Skateboarder,0.0,Younger,18,18,18,18
avgk,267,530,17,17,Singer,1.0,Middle,17,17,7 17,7 17
avgk,267,1190,3,3,Computer User,1.0,Middle,1,1 3 15 16,1 3 15 16,1 3 15 16
avgk,267,381,1,1,Backpacker,0.0,Younger,16,1 3 6 11 15 16,1 6 11 16,1 6 11 16
avgk,267,854,3,3,Computer User,1.0,Middle,3,3,3 4 15 19,3 4 15 19
avgk,267,1013,11,16,Salesperson,1.0,Middle,16,11 16,11 16,11 16
avgk,267,178,6,6,Guard,2.0,Older,15,6 13 15,4 6 13 15,4 6 13 15 16
avgk,267,1099,10,10,Horse Rider,0.0,Younger,10,10,10,10
avgk,268,1084,20,20,Tennis Player,3.0,Unknown,20,20,20,20
avgk,268,1236,7,7,Guitarist,1.0,Middle,11,1 2 5 7 11 16 17 20,1 2 11 20,1 2 11 20
avgk,268,1286,7,7,Guitarist,3.0,Unknown,7,7,7,7
avgk,268,433,15,15,Repairman,1.0,Middle,15,11 13 15,11 13 15 17,11 13 15 17
avgk,268,255,17,17,Singer,1.0,Middle,17,17,17,17
avgk,268,103,9,9,Hairdresser,1.0,Middle,9,9,9 11,9 11 16
avgk,268,336,17,17,Singer,0.0,Younger,17,17,17,17
avgk,268,165,13,13,Motorcyclist,1.0,Middle,2,1 2 13,1 2 13 19,1 2 13 19
avgk,268,288,14,14,Painter,1.0,Middle,14,11 14,11 14 15 18,11 14 15 18
avgk,268,1072,4,4,Craftsman,0.0,Younger,11,4 6 11 15 16,4 11 15 16,4 11 15 16
avgk,268,1217,8,8,Gymnast,3.0,Unknown,8,8,8,8
avgk,268,915,15,15,Repairman,1.0,Middle,11,11 15,11 15,11 15
avgk,268,1316,14,16,Salesperson,1.0,Middle,2,1 2 11 14,1 2 11 14,1 2 11 14
avgk,268,1049,3,3,Computer User,3.0,Unknown,2,2 3 16,2 3 11 16,2 3 16
avgk,268,894,12,6,Guard,2.0,Older,15,6 15 16,4 6 15 16,4 6 11 15 16
avgk,268,859,12,12,Officer,1.0,Middle,6,2 6 12,2 6 12 13,2 6 12 13
avgk,268,206,5,11,Laborer,1.0,Middle,5,5 11,5 11 16,5 11 16
avgk,268,381,18,1,Backpacker,0.0,Younger,16,1 3 6 11 15 16,1 6 11 16,1 6 11 16
avgk,268,898,12,13,Motorcyclist,1.0,Middle,13,2 11 13 16,2 11 13 16,2 11 13 16
avgk,268,1221,9,9,Hairdresser,1.0,Middle,9,4 9 16,4 9 11 16,4 9 11 16
avgk,268,992,7,7,Guitarist,2.0,Older,7,7,7,7 11 16 17 18
avgk,268,478,11,5,Farmer,3.0,Unknown,5,2 5 11,2 5 11,2 5 11
avgk,268,498,2,2,Boatman,1.0,Middle,2,2,2,2 11 16
avgk,268,1115,19,19,Speaker,1.0,Middle,6,6 9 10 12 17 19,6 9 17 19,6 9 17 19
avgk,268,287,3,3,Computer User,3.0,Unknown,16,3 5 16,3 5 10 16,3 5 10 16
avgk,268,445,13,13,Motorcyclist,3.0,Unknown,11,11 16,11 16,11 16
avgk,268,39,9,9,Hairdresser,2.0,Older,9,4 9 15,4 9 15,4 6 9 15 16
avgk,268,350,18,18,Skateboarder,1.0,Middle,18,18,18,18
avgk,268,120,3,10,Horse Rider,0.0,Younger,10,10,5 10 12 16,10
avgk,268,1136,8,8,Gymnast,0.0,Younger,8,8,8,8
avgk,268,69,19,19,Speaker,1.0,Middle,17,9 16 17 20,9 16 17 20,9 16 17 20
avgk,268,348,12,12,Officer,0.0,Younger,16,6 11 12 13 16,6 11 12 16,6 11 12 16
avgk,268,824,14,14,Painter,3.0,Unknown,14,14,14,14
avgk,268,339,17,17,Singer,1.0,Middle,17,17,17,10 11 17 20
avgk,268,74,20,20,Tennis Player,1.0,Middle,20,20,20,20
avgk,268,272,16,16,Salesperson,2.0,Older,16,11 16,11 16,5 6 11 16
avgk,268,697,11,5,Farmer,3.0,Unknown,5,5 11,5 11 12,5 11
avgk,268,440,6,6,Guard,1.0,Middle,6,6 12,6 12,6 11 12 15
avgk,268,1094,20,20,Tennis Player,1.0,Middle,20,20,20,20
avgk,268,410,12,11,Laborer,1.0,Middle,11,2 6 11 16,2 6 11 16,2 6 11 16
avgk,268,1171,1,18,Skateboarder,0.0,Younger,1,1 16 18,1 16 18,1
avgk,268,683,12,12,Officer,3.0,Unknown,6,6 12 13 16,6 12 13 16,6 12 13 16
avgk,268,1367,4,4,Craftsman,1.0,Middle,11,11 16,5 11 16,2 5 11 16
avgk,268,215,11,14,Painter,1.0,Middle,11,11 14 15,4 11 14 15,4 11 14 15
avgk,268,753,3,3,Computer User,1.0,Middle,11,1 11 18,1 3 11 18,1 3 11 18
avgk,268,924,6,6,Guard,0.0,Younger,6,6 15,6 15,6
avgk,268,226,2,2,Boatman,0.0,Younger,2,2,2,2
avgk,268,459,2,2,Boatman,2.0,Older,2,2,2,2 6 14 15 16
avgk,268,147,1,1,Backpacker,1.0,Middle,1,1,1 11,1 3 11 16
avgk,268,661,8,8,Gymnast,0.0,Younger,8,8 18,8 18,8
